context,fold,treatment,source_lines,effective_source_lines,candidate_risk_score,disagreement_risk_score,treatment_risk_risk_score,magnitude_risk_score,mean_mse,zero_mse,ridge_descriptive_mse
CVCL_1717,3,"[('ERK5-IN-2', 0.05, 'uM')]",40,38.04891493100097,0.0005118983810979615,0.0005228169695860322,0.0005362225329087508,0.00012378916001426086,0.0001801420236329991,0.0002681791453758611,0.0001544300499509621
CVCL_1717,3,"[('ETC-206', 0.05, 'uM')]",40,38.04891493100097,0.0003639472930920937,0.0003667553839111511,0.000376159368114001,7.552879430229177e-05,0.0001454626867466179,0.0001869372180167044,0.00012330789343496202
CVCL_1717,3,"[('EX229', 0.05, 'uM')]",40,38.04891493100097,0.0008386852208257749,0.0008391910601447292,0.0008607087796356196,0.00019703595686450815,0.0002993411506920304,0.0003944985524989873,0.0002470963687091162
CVCL_1717,3,"[('Elimusertib hydrochloride', 0.05, 'uM')]",40,38.04891493100097,0.0016326230206910788,0.0016047078821093102,0.0016458542380608308,0.00040845536072110284,0.0005098365172880085,0.0006543192729653362,0.00043164021768053897
CVCL_1717,3,"[('Encorafenib', 0.05, 'uM')]",40,38.04891493100097,0.00046172644167314037,0.0004617297749336355,0.0004735689999319337,9.84312121933565e-05,0.00022048748843654753,0.00025239027116502475,0.00018712846511320956
CVCL_1717,3,"[('Erdafitinib ', 0.05, 'uM')]",40,38.04891493100097,0.00047558717762382854,0.0004943121176681038,0.0005069867873519013,9.12133464280683e-05,0.00016262137907123263,0.00015856050107129166,0.0001265491247893887
CVCL_1717,3,"[('Everolimus', 0.05, 'uM')]",40,38.04891493100097,0.00046908760622446893,0.00047780172177839104,0.0004900530479778369,6.845356322987198e-05,0.0001916349629647354,0.0001931622174350437,0.0001488514599907651
CVCL_1717,3,"[('Futibatinib', 0.05, 'uM')]",40,38.04891493100097,0.0004952007508965941,0.0004978854585472099,0.0005106517523561125,0.00016484340157677557,0.00018003935357700408,0.00020379132733292039,0.0001443329610512084
CVCL_1717,3,"[('GSK1059615', 0.05, 'uM')]",40,38.04891493100097,0.0005487206017332759,0.0005412593577691964,0.0005551378028402014,0.00010529452877121434,0.00024310362990233967,0.00029905596599217075,0.00018544999932345436
CVCL_1717,3,"[('Gemcitabine', 0.05, 'uM')]",40,38.04891493100097,0.0005457645229218673,0.0005389992876791557,0.0005528197822350315,0.00011932323136626216,0.00021757234609203575,0.00024224186162466688,0.00017185845027910366
CVCL_1717,3,"[('HI-TOPK-032', 0.05, 'uM')]",40,38.04891493100097,0.0006143184001931991,0.000639790432509146,0.0006561953153939959,0.0001485642685803427,0.0003007696292677062,0.00042797403615839075,0.000269840077532608
CVCL_1717,3,"[('Hydroxyfasudil', 0.05, 'uM')]",38,36.50593675447239,0.002560427801429855,0.002551972122817245,0.0026209443423528466,0.0002636481567240368,0.0015870966177608905,0.0015855681706821254,0.0015788056626085964
CVCL_1717,3,"[('IQ 1', 0.05, 'uM')]",40,38.04891493100097,0.00046519631209183986,0.0004659294596153178,0.00047787636883622335,0.00011924040915647155,0.00018885871720158499,0.00023920164723063254,0.0001654943189675763
CVCL_1717,3,"[('Infigratinib', 0.05, 'uM')]",40,38.04891493100097,0.0005469652180311022,0.0005417108639831053,0.0005556008861365181,0.00016593237978960898,0.00024302273033640433,0.0003554227894083297,0.00019767569225049208
CVCL_1717,3,"[('Ipatasertib', 0.05, 'uM')]",40,38.04891493100097,0.0006106543458561882,0.0006094155144726543,0.0006250415533052865,0.00013336140232201327,0.00026679624927359913,0.00029447240149673093,0.0002088816353798219
CVCL_1717,3,"[('Irinotecan', 0.05, 'uM')]",40,38.04891493100097,0.0004501384895125586,0.0004552862486983381,0.00046696025507521864,8.356395891190172e-05,0.00016387129280300995,0.00021091513979557252,0.0001322091110739569
CVCL_1717,3,"[('Ixazomib', 0.05, 'uM')]",40,38.04891493100097,0.0006623840661393705,0.0006849477020682635,0.0007025104636597573,0.0001051952923637267,0.00024355056499287173,0.0002731136298947252,0.00019235518165626795
CVCL_1717,3,"[('LB-100', 0.05, 'uM')]",40,38.04891493100097,0.0003395751219467997,0.00033853061597709304,0.00034721088818163396,9.28404487943694e-05,0.0001549604587573475,0.00024239963320390573,0.00013301827551973373
CVCL_1717,3,"[('LJI308', 0.05, 'uM')]",40,38.04891493100097,0.0008510911904414636,0.0008553462679942752,0.0008772782235838718,0.00026202460509986493,0.0003099381326954316,0.0003372688840828819,0.00023549492589141396
CVCL_1717,3,"[('LY-2584702 (tosylate salt)', 0.05, 'uM')]",40,38.04891493100097,0.0004823385762459992,0.0005088295682848673,0.0005218764802921716,0.00010007410620626892,0.00018149095024322,0.00023217545578238746,0.00015582847273473173
CVCL_1717,3,"[('LY2090314', 0.05, 'uM')]",40,38.04891493100097,0.0004780301524372092,0.00048156238278543567,0.0004939101361901901,9.328162234587964e-05,0.00015431750940139572,0.00021605931132232033,0.00012986592998854017
CVCL_1717,3,"[('Lapatinib ditosylate', 0.05, 'uM')]",40,38.04891493100097,0.00042723618571337323,0.0004277841870585283,0.0004387530123677212,6.707294888856227e-05,0.00015352753175274195,0.0001790172608216491,0.00012908299602416485
CVCL_1717,3,"[('Lonafarnib', 0.05, 'uM')]",40,38.04891493100097,0.00045447363263349306,0.00045149423906052836,0.0004630710144210543,0.00010896607009614375,0.00016898401987021702,0.00021198235716696196,0.00013954394391159868
CVCL_1717,3,"[('MK-3903', 0.05, 'uM')]",40,38.04891493100097,0.0005842187631674588,0.000590974630478231,0.0006061278261315188,0.00012389889200492866,0.00022079337241518826,0.0003052125605777477,0.00018389638932821421
CVCL_1717,3,"[('MK-8353', 0.05, 'uM')]",40,38.04891493100097,0.0004566582611910254,0.0004618960395298595,0.00047373952772293267,9.331910762058788e-05,0.00016981703330592107,0.00021517973913851113,0.00013166980095196543
CVCL_1717,3,"[('ML264', 0.05, 'uM')]",40,38.04891493100097,0.00048609565948842456,0.0004857310787910378,0.0004981857218369616,0.00011355875534540773,0.00016042582697512153,0.00022518769499984845,0.00013441510815621628
CVCL_1717,3,"[('Methylprednisolone succinate', 0.05, 'uM')]",24,23.035825334650188,0.024590180992580833,0.0235363993266222,0.02455972103647533,0.0012174933931028999,0.01077018573511906,0.010046660373427285,0.01100873021847635
CVCL_1717,3,"[('Minodronic acid', 0.05, 'uM')]",40,38.04891493100097,0.0005433673209881097,0.00054980074953997,0.0005638982046563794,0.00013289383522399782,0.00017883999916399308,0.0002838991338516956,0.00015152926883699506
CVCL_1717,3,"[('NG25', 0.05, 'uM')]",40,38.04891493100097,0.0005518780708126287,0.0005572116217167367,0.0005714990991966529,0.0001270439682797779,0.0002053427661969623,0.0002150924651487288,0.00016281022709596676
CVCL_1717,3,"[('NVP-BHG712', 0.05, 'uM')]",40,38.04891493100097,0.0004824824100646927,0.0004786662801435802,0.000490939774506236,0.00011557895286233286,0.00016276651110669037,0.00026605218265660975,0.00013863277522443884
CVCL_1717,3,"[('OTS514', 0.05, 'uM')]",40,38.04891493100097,0.0005453658066344843,0.0005484504686747024,0.0005625133012048226,0.00019866807354405509,0.00022559239504676005,0.0003106296834417781,0.00018421834737800745
CVCL_1717,3,"[('Oleic acid', 0.05, 'uM')]",40,38.04891493100097,0.0004626574949154773,0.00046411223777489215,0.000476012551563992,0.00012048132832873117,0.00015289543732254545,0.0002569165037190198,0.0001248573101795403
CVCL_1717,3,"[('Oxaliplatin', 0.05, 'uM')]",40,38.04891493100097,0.0005244697025566931,0.000520615750773053,0.0005339648725877466,0.00014493725428506993,0.0001904301157240174,0.00024077809853837852,0.00014933271572730139
CVCL_1717,3,"[('PF-06260933', 0.05, 'uM')]",25,23.852848172879337,0.019847330547824303,0.019412593486055545,0.02022145154797453,0.0009188374368728048,0.01770674337188567,0.01696362312794572,0.01802606660833186
